Entry	Subcellular location [CC]
Q9NP78	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:10748049, ECO:0000269|PubMed:15577206, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:17977821, ECO:0000269|PubMed:18175933, ECO:0000269|PubMed:18952056, ECO:0000269|PubMed:20377823, ECO:0000269|PubMed:21212514}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:10748049, ECO:0000269|PubMed:15577206, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:17977821, ECO:0000269|PubMed:18175933, ECO:0000269|PubMed:18952056, ECO:0000269|PubMed:20377823, ECO:0000269|PubMed:21212514}. Note=May be located in membrane rafts.
O60706	SUBCELLULAR LOCATION: Membrane {ECO:0000255|PROSITE-ProRule:PRU00441}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q9UBJ2	SUBCELLULAR LOCATION: Peroxisome membrane; Multi-pass membrane protein.
P45844	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22042635}; Multi-pass membrane protein {ECO:0000269|PubMed:22042635}. Golgi apparatus membrane {ECO:0000269|PubMed:22042635}; Multi-pass membrane protein {ECO:0000269|PubMed:22042635}. Note=Predominantly localized in the intracellular compartments mainly associated with the endoplasmic reticulum (ER) and Golgi membranes.
Q7TMS5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9UNQ0}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9UNQ0}; Multi-pass membrane protein {ECO:0000255}.
Q99PE8	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9QZC8	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q7L211	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
O00590	SUBCELLULAR LOCATION: Early endosome. Recycling endosome. Cell membrane; Multi-pass membrane protein. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via clathrin-coated pits. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane.
O95573	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}.
Q9QUJ7	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}.
Q60614	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O14678	SUBCELLULAR LOCATION: Peroxisome membrane; Multi-pass membrane protein.
Q64343	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9H222	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8N2K0	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q99LR1}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q99LR1}.
P11230	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P02716	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P33121	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}.
Q91WC3	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}.
Q9R1V4	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q13444	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:12243749}; Single-pass type I membrane protein {ECO:0000269|PubMed:12243749}. Cell junction, adherens junction {ECO:0000269|PubMed:12243749}. Cell projection, cilium, flagellum {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250}. Note=The majority of the protein is localized in a perinuclear compartment which may correspond to the trans-Golgi network or the late endosome. The pro-protein is the major detectable form on the cell surface, whereas the majority of the protein in the cell is processed (By similarity). {ECO:0000250}.
P78536	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P97718	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:22120526}; Multi-pass membrane protein {ECO:0000269|PubMed:22120526}. Cell membrane {ECO:0000250|UniProtKB:P35348}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:P35348}. Membrane, caveola {ECO:0000250|UniProtKB:P35348}. Note=Location at the nuclear membrane facilitates heterooligomerization and regulates ERK-mediated signaling in cardiac myocytes. Colocalizes with GNAQ, PLCB1 as well as LAP2 at the nuclear membrane of cardiac myocytes (By similarity). {ECO:0000250}.
P25100	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O43506	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9JI76	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9R1V6	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:20089912}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000269|PubMed:20089912}.
P30462	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30466	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q04826	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30480	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30484	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30487	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P18464	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30495	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30498	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q29718	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30501	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P30504	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P14060	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.
P26439	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.
P10852	SUBCELLULAR LOCATION: Apical cell membrane; Single-pass type II membrane protein. Melanosome {ECO:0000250}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (By similarity). Localized to the plasma membrane when associated with SLC7A5 or SLC7A8 (By similarity). Localized to the placental apical membrane (By similarity). Located selectively at cell-cell adhesion sites. Colocalized with SLC7A8/LAT2 at the basolateral membrane of kidney proximal tubules and small intestine epithelia. Expressed in both luminal and abluminal membranes of brain capillary endothelial cells (By similarity). {ECO:0000250}.
Q13639	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endosome. Note=Interaction with SNX27 mediates recruitment to early endosomes, while interaction with SLC9A3R1 and EZR might target the protein to specialized subcellular regions, such as microvilli. {ECO:0000250}.
Q99758	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8WWZ7	SUBCELLULAR LOCATION: Lysosome membrane; Multi-pass membrane protein. Late endosome membrane; Multi-pass membrane protein. Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8N139	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q91V24	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12917409}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:16908670}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:16908670}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to cell membrane ruffles and phagocytic cups of macrophages stimulated with C1q or apoptotic cells. Localizes to the cytoplasm of resting macrophages, probably in Golgi and endosomes (PubMed:16908670). Localizes to the apical brush border of cells in the proximal tubules of kidney (Probable). {ECO:0000269|PubMed:16908670, ECO:0000305}.
Q8IUA7	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q86UK0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
E9PX95	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15810880}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:22237709}.
Q2M3G0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12960149}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:12960149}.
Q9DC29	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion outer membrane {ECO:0000269|PubMed:17006453}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:23519333}; Multi-pass membrane protein {ECO:0000255}. Note=localized to the endosome-like compartement and dendrite tips. {ECO:0000269|PubMed:23519333}.
Q61102	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q9NUT2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16259955}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:16259955}.
Q9JJ59	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}. Note=May be located in membrane rafts. {ECO:0000250}.
P55096	SUBCELLULAR LOCATION: Peroxisome membrane; Multi-pass membrane protein.
Q9H172	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9QXM0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P08910}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P08910}. Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000269|PubMed:26989199}. Note=Absent from the sperm flagellum. {ECO:0000269|PubMed:26989199}.
Q8R2Y0	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18096503}; Single-pass type II membrane protein {ECO:0000255}. Mitochondrion {ECO:0000269|PubMed:20657592}.
O95870	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9BYF1	SUBCELLULAR LOCATION: Processed angiotensin-converting enzyme 2: Secreted.; SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasm {ECO:0000250}. Note=Detected in both cell membrane and cytoplasm in neurons. {ECO:0000250}.
Q9UGM1	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:25282151}; Multi-pass membrane protein {ECO:0000305|PubMed:25282151}.
Q05901	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P25106	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cytoplasm, perinuclear region. Early endosome. Recycling endosome {ECO:0000250}. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via clathrin-coated pits in a beta-arrestin-dependent manner. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane.
P01912	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Lysosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Late endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.
P13760	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Lysosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Late endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.
P01911	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Lysosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Late endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173}. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.
P26149	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.
A5X5Y0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17392525, ECO:0000269|PubMed:19012743}; Multi-pass membrane protein {ECO:0000269|PubMed:17392525, ECO:0000269|PubMed:19012743}. Note=Presumably retained within the endoplasmic reticulum unless complexed with HTR3A.
P30966	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P97288	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endosome. Note=Interaction with SNX27 mediates recruitment to early endosomes, while interaction with SLC9A3R1 and EZR might target the protein to specialized subcellular regions, such as microvilli.
Q9H221	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q96SE0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
P08910	SUBCELLULAR LOCATION: Cell projection, cilium, flagellum membrane {ECO:0000305|PubMed:26989199}; Single-pass type II membrane protein {ECO:0000305}. Cell membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q9BV23	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q8R2Y0}; Single-pass type II membrane protein {ECO:0000255}. Mitochondrion {ECO:0000250|UniProtKB:Q8R2Y0}.
Q8R4X1	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12783875}; Multi-pass membrane protein {ECO:0000269|PubMed:12783875}.
Q8VD53	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
